,uriOrg,labelOrg,typesOrg,orgMainType,tot_members_number
2051,http://www.wikidata.org/entity/Q672095,Oslo Cathedral School,public school | upper secondary school in norway,educational institution,1
2050,http://www.wikidata.org/entity/Q67205433,Library of the University of Seville,academic library | library network,not classified organisation,1
2049,http://www.wikidata.org/entity/Q67183573,Midi-Pyrénées Regional Historical Federation,learned society,learned society,1
2203,http://www.wikidata.org/entity/Q780745,Worcester College,building complex | college of the university of oxford,university,1
2047,http://www.wikidata.org/entity/Q671363,Université Cheikh Anta Diop,public university | university in france,public university,1
2046,http://www.wikidata.org/entity/Q6707331,Lycoming College,college | private not-for-profit educational institution,educational institution,1
114,http://www.wikidata.org/entity/Q1129925,Pontifical Catholic University of Chile,open-access publisher | university,university,1
2044,http://www.wikidata.org/entity/Q670077,Royal Academy of Fine Arts of Saint Isabel of Hungary,academy | museum,scientific organisation,1
2043,http://www.wikidata.org/entity/Q669509,Burgerbibliothek of Berne,public archive,not classified organisation,1
2042,http://www.wikidata.org/entity/Q6693219,Lowell High School,high school | public school,educational institution,1
2041,http://www.wikidata.org/entity/Q6687296,Ukrainian State University of Railway Transport,university,university,1
2040,http://www.wikidata.org/entity/Q66735830,German Federal Archives (Berlin-Lichterfelde),archive,not classified organisation,1
2038,http://www.wikidata.org/entity/Q66614563,"Société des sciences, arts et belles-lettres du Tarn",learned society,learned society,1
116,http://www.wikidata.org/entity/Q1131600,State University of Management,university,university,1
2036,http://www.wikidata.org/entity/Q66602620,"Federación española de asociaciones de archiveros, bibliotecarios, arqueólogos, museólogos y documentalistas",library association | voluntary association,not classified organisation,1
2035,http://www.wikidata.org/entity/Q665940,Allgemeiner Deutscher Nachrichtendienst,business | former entity | news agency | photo agency,company or gov. agency,1
2034,http://www.wikidata.org/entity/Q664138,Historical Archive of the City of Cologne,collection | municipal archive,not classified organisation,1
2048,http://www.wikidata.org/entity/Q67146961,"Department of Mathematics ""Federigo Enriques""",academic department,university,1
2087,http://www.wikidata.org/entity/Q694323,Gesellschaft der Musikfreunde,music archive | music library | voluntary association,not classified organisation,1
2086,http://www.wikidata.org/entity/Q6941048,Museum of Vojvodina,cultural institution | museum,scientific organisation,1
2085,http://www.wikidata.org/entity/Q6924822,Mount de Sales Academy,school,educational institution,1
2084,http://www.wikidata.org/entity/Q691851,University of Naples Federico II,open-access publisher | public university,public university,1
2083,http://www.wikidata.org/entity/Q6913630,Morris Brown College,college | historically black college or university | school,university,1
104,http://www.wikidata.org/entity/Q11161409,Faculty of humanities and social sciences in Split,building | faculty,university,1
2081,http://www.wikidata.org/entity/Q690912,University of Hohenheim,public university,public university,1
2080,http://www.wikidata.org/entity/Q6879127,Mississippi Department of Archives and History,state agency of the united states | state archives,not classified organisation,1
105,http://www.wikidata.org/entity/Q111770770,Baksay Sándor Református Gimnázium és Általános Iskola,gymnasium | primary school | religious school,educational institution,1
2078,http://www.wikidata.org/entity/Q687017,FernUniversität in Hagen,distance education university | open-access publisher | public research university | public university,public university,1
2077,http://www.wikidata.org/entity/Q6867005,Ministry of Foreign Affairs,foreign affairs ministry | ministry of the czech republic,not classified organisation,1
2076,http://www.wikidata.org/entity/Q6867,International Astronomical Union,international organization | scientific organization,scientific organisation,1
2061,http://www.wikidata.org/entity/Q678095,Paris Match,gossip magazine | newspaper | tabloid,not classified organisation,1
106,http://www.wikidata.org/entity/Q112254231,Q112254231,felibrean school,educational institution,1
2073,http://www.wikidata.org/entity/Q685557,Technical University of Dortmund,institute of technology | public university | research institute,institute of technology,1
108,http://www.wikidata.org/entity/Q1123379,Károli Gáspár University of the Reformed Church in Hungary,university,university,1
109,http://www.wikidata.org/entity/Q112486725,Lancaster University Society of History,organization,not classified organisation,1
2070,http://www.wikidata.org/entity/Q682739,Johannes Kepler University Linz,campus university,university,1
2069,http://www.wikidata.org/entity/Q682069,The Museum of Eastern Bohemia in Hradec Králové,czech research institution | museum,research organisation,1
2068,http://www.wikidata.org/entity/Q6818359,Merchant Adventurers' Hall,guild house | independent museum,scientific organisation,1
2067,http://www.wikidata.org/entity/Q6813655,Melrose High School,high school,educational institution,1
2066,http://www.wikidata.org/entity/Q681,Warsaw University of Life Sciences,open-access publisher | public university,public university,1
2065,http://www.wikidata.org/entity/Q67918628,Gesamtarchiv der deutschen Juden,archive,not classified organisation,1
110,http://www.wikidata.org/entity/Q1125068,Italian General Confederation of Labour,labor union | organization,not classified organisation,1
2063,http://www.wikidata.org/entity/Q678982,Leibniz University Hannover,comprehensive university | public university,public university,1
2062,http://www.wikidata.org/entity/Q6785436,Masters School,boarding school,educational institution,1
2075,http://www.wikidata.org/entity/Q686522,University of Music and Performing Arts Vienna,conservatory | drama school | public university,public university,1
2003,http://www.wikidata.org/entity/Q63930193,Q63930193,archaeographic commission,not classified organisation,1
2001,http://www.wikidata.org/entity/Q638859,Mills College at Northeastern University,private not-for-profit educational institution | women's college,educational institution,1
129,http://www.wikidata.org/entity/Q1134967,Corps Neoborussia Halle,studentenverbindung,not classified organisation,1
130,http://www.wikidata.org/entity/Q1135012,Corps Rhenania Tübingen,studentenverbindung,not classified organisation,1
131,http://www.wikidata.org/entity/Q1135045,Corps Saxonia Leipzig,german student corps,not classified organisation,1
132,http://www.wikidata.org/entity/Q1135052,Corps Silingia Breslau zu Köln,german student corps,not classified organisation,1
1563,http://www.wikidata.org/entity/Q4163238,Dmytro Yavornytsky National Historical Museum of Dnipro,museum,scientific organisation,1
1995,http://www.wikidata.org/entity/Q635118,Southeast Missouri State University,public educational institution of the united states | public university,public university,1
1994,http://www.wikidata.org/entity/Q63419670,Q63419670,gymnasium | school,educational institution,1
134,http://www.wikidata.org/entity/Q1135064,Corps Suevia Freiburg,german student corps,not classified organisation,1
1992,http://www.wikidata.org/entity/Q633529,Erasmus University Rotterdam,organization | public university,public university,1
1991,http://www.wikidata.org/entity/Q632682,Brooklyn Museum,art museum | medical check-up | museum,scientific organisation,1
2033,http://www.wikidata.org/entity/Q6619418,Czas,periodical,company or gov. agency,1
1988,http://www.wikidata.org/entity/Q63199339,Société de l'histoire de Normandie,learned society,learned society,1
1987,http://www.wikidata.org/entity/Q631844,Swedish National Heritage Board,swedish government agency,company or gov. agency,1
1986,http://www.wikidata.org/entity/Q630461,Bibliothèque nationale et universitaire,academic library | national library,not classified organisation,1
1985,http://www.wikidata.org/entity/Q63020427,Nederlandse Vereniging voor Vlaggenkunde,organization,not classified organisation,1
1984,http://www.wikidata.org/entity/Q6287,Rhein-Sieg District,rural district of north rhine-westphalia,not classified organisation,1
136,http://www.wikidata.org/entity/Q113551780,Dragonfly Society of the Americas,organization,not classified organisation,1
1982,http://www.wikidata.org/entity/Q62604589,Indische Instelling,higher education institution,educational institution,1
1981,http://www.wikidata.org/entity/Q62537607,Jean-Baptiste-Dumas high school,educational facility,research facility,1
1980,http://www.wikidata.org/entity/Q62507836,Q62507836,heritage society,learned society,1
1979,http://www.wikidata.org/entity/Q624090,University of Southern Mississippi,open-access publisher | public educational institution of the united states | public university,public university,1
1978,http://www.wikidata.org/entity/Q623009,National Woman's Party,organization | political party,not classified organisation,1
